id,(Intercept),GroupP,GroupT2DM,GroupT2DM_P
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Selenomonadaceae,1.2746746168088579,2.056801592148536,-1.0641612905789584,0.7621933642242982
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Scardovia,-0.8851916402346686,1.8575032076547981,1.9251277083091936,2.598311219880959
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;__,2.224896428544464,-1.7948281013876906,-1.363371041641348,-1.9038148478910857
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_vadinBB60_group;f__Clostridia_vadinBB60_group;g__Clostridia_vadinBB60_group,0.5652493940478615,1.8380666724489565,0.7342210189572559,1.6070085321484548
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;__,-0.8851916402346818,0.48059519267072254,1.3204032699755628,-0.41885673833221343
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Cryptobacterium,0.5272787783883749,1.0158999360022025,-0.3721413918012266,-0.26475486999279346
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Aestuariimicrobium,0.9514366682852002,-0.206168060388735,-0.234465755016515,-1.0444495937507519
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ottowia,1.0184166132851589,-0.19168028997558278,-0.9886359087022067,-1.6773153566922594
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group,2.919377686946237,-0.23280424690588924,-0.1691734905750421,-0.25029059487723443
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium,1.6745692537804204,0.9579771416301858,-0.8053891907746519,1.5630060215939667
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella,0.8394550716810112,0.5775984827357408,-0.28286717148156676,0.09476972680008953
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Shuttleworthia,2.4342080590869712,0.0719409132794002,-1.729810197956014,-1.1289345564266848
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__TM7a,0.8048528204651981,-0.3254243447837335,-0.7723896799338099,-0.884184472539839
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,1.3588926735369844,1.7383727146271406,1.419326555444533,1.10317827198047
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus,-0.8851916402346708,1.7582511568941175,0.6130830963941957,1.8292778148792628
d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__Acholeplasma,0.3534979473860723,1.0846032723295145,1.3256400852332693,0.8448637430060111
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Flexilinea,3.9890773294146094,-0.9202727228342349,-0.931329146769342,-0.9527034563359428
d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__Izemoplasmatales;g__Izemoplasmatales,0.2362341618376574,-0.14374926617629735,1.0420161414721687,0.23968401726215646
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;__;__,0.7267229780446068,2.0093669313946014,1.0925045485083347,1.472282191188005
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus,0.913799679292095,0.3087158373956889,-0.8734557296072661,1.2027896090278711
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__uncultured,2.312992295739311,0.4319140594323619,-0.578048031263419,0.7212985500219734
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;__,0.610391582527883,1.3850490021128845,0.08235025806980256,1.089354986223679
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Wolinella,0.4886143576008788,-0.1065255227687842,-1.2837091494505415,-0.38940750581520783
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia-Shigella,0.4079289785442027,0.46668486464812525,-0.6315059247208364,-1.1054539330537874
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia,0.033145006471084586,1.2665788369221846,-0.6358496833068581,-1.3300296653331716
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;__;__,0.040213465303285956,-1.5133615723176834,0.03312188527628995,-0.25072605585317276
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium,0.7160385876451967,-0.4432878402642529,0.8727442938114153,1.5721098903573196
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus,0.03599940924653358,-0.18857869727942536,-0.12606667313137393,1.1589862599550298
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__HT002,-0.8851916402346927,-1.0609583728487526,0.2800695624447539,1.3843365078626402
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Parascardovia,-0.8851916402346791,0.4215722670563399,-0.11546751975399884,1.3729182578221977
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__;__,1.1888852251650788,0.9878221887849349,-0.1414829102858721,0.07229335256814033
d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Pyramidobacter,0.8631172539692488,0.6212342403963432,0.37650148064385086,0.19827986520528107
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Oceanivirga,0.6630620598747483,0.6726734854073143,0.12422330605029086,0.37342948271279924
d__Bacteria;p__Firmicutes;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__Pelospora,-0.8851916402346809,0.5374751828464269,0.32422202406453843,1.4894866823593345
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Family_XI;__,-0.8851916402346782,-0.3440453809649636,0.5597789048302554,1.640840833888655
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__RF39;g__RF39,-0.8851916402346798,-0.034285216603454204,0.8998443922643007,-0.2791464984958629
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter,-0.8851916402346797,-0.18262271410575545,-0.1275647270434104,1.4749940038908798
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Sphaerochaeta,-0.8851916402346808,-0.5520823625254548,0.7850766471257636,0.9242458415254283
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Eggerthia,0.41573777639072507,-1.1410168314601088,0.8220669086160614,-0.18194465202652071
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;__;__,-0.8851916402346776,0.5804772356547255,0.9349628833029758,1.2108760908502125
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__F082,-0.8851916402346769,0.636948750432908,1.1975819230939562,0.23621255321020895
