Feature ID	Taxon	Confidence
2e928d0f6372087bd277837c2f5d0f5e	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__	0.99999432272702
cd169b81dc3d42101af0f9c341fe1f08	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__	0.9999858066597794
626226924efcf43e6b9c55cb5ca6e727	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__	0.8858653688698165
5d3e737f7b4e165fe81394734661d2a8	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Eikenella;s__	0.9950844500604683
38e88a7b23557793436f783246bd65e9	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__	0.8961803942807028
36181b93d86f7eaa03cf867c201d202e	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_7;s__	0.9662284487499136
754cc6e4e8f77fc3f25f44fb0731ed8b	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__	0.7320326848221181
9eabbaa6eecb96dcb1e7832f50d12fc3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0.9997982823447309
8d3a0d0f18a98cca3ecc3a1813ce9ec1	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__	0.8875811834718264
2b1f8e18a03f8edf97f4e82ef21d81e8	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Centipeda;s__	0.885202220458317
